sale_id,date,product_id,region_id,quantity,unit_price_toman,discount_percent,total_price_toman
S039720,2026-08-15,P012,R013,244,83076,10,18243490
S039721,2026-01-02,P017,R001,37,69852,2,2532834
S039722,2025-10-26,P008,R015,35,76617,10,2413436
S039723,2026-05-05,P014,R013,292,64431,8,17308744
S039724,2026-04-13,P020,R013,332,63118,12,18440555
S039725,2026-03-21,P010,R009,67,84817,3,5512257
S039726,2025-12-11,P013,R005,81,53638,7,4040551
S039727,2026-02-25,P011,R013,300,138282,8,38165832
S039728,2025-10-16,P006,R007,276,82839,8,21034479
S039729,2025-09-06,P003,R012,23,60213,5,1315654
S039730,2025-12-30,P011,R006,16,143549,3,2227880
S039731,2026-07-17,P006,R010,32,88512,5,2690765
S039732,2026-07-16,P010,R005,54,77455,5,3973442
S039733,2025-12-26,P009,R003,99,63533,5,5975279
S039734,2025-12-05,P012,R002,292,80120,15,19885784
S039735,2026-03-04,P014,R010,34,67933,0,2309722
S039736,2025-11-07,P012,R010,32,80206,5,2438262
S039737,2025-10-17,P018,R001,63,61773,3,3774948
S039738,2025-12-20,P014,R011,106,68768,7,6779149
S039739,2025-12-12,P014,R003,71,64838,7,4281253
S039740,2025-12-21,P004,R001,72,154483,5,10566637
S039741,2025-12-29,P009,R007,422,59810,8,23220634
S039742,2026-05-07, P012 ,R012,4,86458,0,345832
S039743,2025-10-11,P009,R008,15,63534,0,953010
S039744,2025-12-25,P005,R013,244,47585,10,10449666
S039745,2026-01-05,P012,R008,26,81648,5,2016706
S039746,2026-05-16,P015,R004,70,220378,3,14963666
S039747,2025-09-02,P017,R002,101,77599,5,7445624
S039748,2025-12-28,P013,R007,189,51637,5,9271423
S039749,2026-01-24,P008,R002,174,70466,8,11280197
S039750,2026-03-23,P019,R001,61,92643,3,5481686
S039751,2026-05-24,P014,R006,15,64985,2,955280
S039752,2025-09-16,P003,R001,25,56535,3,1370974
S039753,2025-12-11,P009,R003,67,61695,5,3926887
S039754,2026-02-01,P012,R006,22,83889,3,1790191
S039755,2026-02-04,P010,R005,312,83072,12,22808248
S039756,2026-07-24,P017,R012,24,77306,3,1799684
S039757,2025-12-07,P016,R006,26,122628,2,3124561
S039758,2025-10-26,P019,R014,196,100413,5,18696901
S039759,2026-03-19,P005,R007,89,46678,3,4029712
S039760,2025-10-17,P018,R006,14,60350,0,844900
S039761,2026-07-05,P020,R012,24,62391,2,1467436
S039762,2025-12-30,P007,R007,276,62559,12,15194330
S039763,2025-11-13,P004,R006,17,145631,2,2426212
S039764,2025-10-29,P016,R001,62,126868,3,7629842
S039765,2026-06-18,P020,R003,146,63753,7,8656382
S039766,2025-11-22,P018,R002,180,57867,10,9374454
S039767,2026-03-01,P014,R001,59,65335,5,3662027
S039768,2025-09-27,P011,R011,202,138054,15,23703872
S039769,2026-05-27,P012,R001,62,87801,5,5171479
S039770,2026-03-22,P012,R001,50,83747,7,3894235
S039771,2026-01-01,P020,R014,125,66226,8,7615990
S039772,2025-10-25,P008,R005,223,71661,10,14382363
S039773,2026-08-17,P018,R006,4,62253,5,236561
S039774,2026-02-20,P020,R004,59,65064,3,3723613
S039775,2025-09-11,P009,R011,198,61400,8,11184624
S039776,2026-01-21,P009,R011,219,60698,10,11963576
S039777,2025-12-27,P010,R009,58,76866,3,4324481
S039778,2026-02-03,P013,R013,114,50778,7,5383484
S039779,2026-07-13,P010,R002,106,78413,5,7896189
S039780,2025-10-05,P016,R005,237,128812,10,27475600
S039781,2026-02-03,P007,R001,104,58110,2,5922571
S039782,2026-08-02,P014,R001,44,68759,2,2964888
S039783,2026-01-31,P009,R008,7,63909,0,447363
S039784,2026-01-01,P018,R009,86,62818,3,5240278
S039785,2026-08-16,P008,R001,13,73547,7,889183
S039786,2026-07-22,P014,R003,180,66586,10,10786932
S039787,2025-10-11,P017,R007,321,77346,12,21848698
S039788,2025-09-18,P003,R010,21,62605,2,1288411
S039789,2026-01-11,P018,R006,31,62863,3,1890290
S039790,2025-09-01,P001,R003,162,193850,7,29205441
S039791,2026-05-14,P003,R010,37,62490,0,2312130
S039792,2026-04-21,P007,R015,209,61667,10,11599563
S039793,2025-11-08,P012,R004,80,87616,5,6658816
S039794,2025-12-11,P007,R001,85,61091,5,4933098
S039795,2026-04-05,P013,R002,117,52039,8,5601478
S039796,2026-06-12,P011,R015,166,142520,7,22002238
S039797,2026-08-03,P020,R005,172,66687,10,10323148
S039798,2026-01-18,P020,R007,30,61356,7,1711832
S039799,2025-10-03,P013,R014,264,53815,10,12786444
S039800,2026-01-22,P016,R015,122,134142,5,15547058
S039801,2026-07-05,P005,R014,269,47921,10,11601674
S039802,2025-11-03,P014,R009,115,69810,2,7867587
S039803,2026-06-03,P002,R007,302,105160,15,26994572
S039804,2025-12-16,P014,R011,101,67432,8,6265781
S039805,2026-01-19,P007,R001,12,59301,5,676031
S039806,2026-05-05,P017,R003,309,73406,12,19960560
S039807,2026-03-09,P012,R004,12,84195,5,959823
S039808,2026-02-12,P018,R003,176,62198,8,10071100
S039809,2026-06-23,P007,R002,140,59903,7,7799371
S039810,2025-10-19,P007,R006,23,57026,0,1311598
S039811,2025-10-01,P008,R013,82,72884,3,5797193
S039812,2026-07-07,P013,R006,5,50778,0,253890
S039813,2025-09-20,P014,R001,106,64412,7,6349735
S039814,2026-05-28,P018,R003,116,60380,10,6303672
S039815,2025-12-25,P018,R014,240,59022,10,12748752
S039816,2025-09-15,P006,R009,89,90555,2,7898207
S039817,2026-04-13,P002,R006,31,110623,2,3360727
S039818,2026/07/22,P017,R003,40,76349,7,2840183
S039819,2025-10-06,P013,R013,31,51789,3,1557295
S039820,2026-06-02,P007,R006,11,59696,5,623823
S039821,2025-11-16,P011,R003,126,144485,7,16930752
S039822,2025-11-13,P013,R015,28,51307,3,1393498
S039823,2026-07-24,P012,R005,217,87477,8,17463908
S039824,2025-08-26,P020,R002,-8,65614,7,4576576
S039825,2025-10-29,P018,R002,306,61452,15,15983665
S039826,2025-11-18,P005,R004,38,48865,2,1819733
S039827,2026-07-05,P007,R013,251,56896,10,12852806
S039828,2026-01-10,P009,R001,44,63966,3,2730069
S039829,2025-10-17,P018,R007,218,57643,8,11560880
S039830,2026-08-09,P015,R003,212,209132,10,39902386
S039831,2026-05-10,P002,R005,86,113368,7,9067173
S039832,2026-02-26,P015,R009,13,205683,2,2620401
S039833,2026-03-15,P011,R008,8,143504,0,1148032
S039834,2026-04-22,P007,R011,337,60886,10,18466724
S039835,2026-06-28,P008,R008,16,72290,2,1133507
S039836,2026-05-19,P009,R011,204,65196,8,12235985
S039837,2026-07-21,P003,,134,56643,5,7210654
S039838,2026-08-17,P020,R012,12,62719,5,714997
S039839,2026-04-11,P009,R003,279,59252,12,14547551
S039840,2025-10-27,P009,R001,94,62198,7,5437349
S039841,2026-06-02,P003,R004,66,61530,2,3979760
S039842,2026-05-23,P018,R008,12,63632,0,763584
S039843,2026-07-18,P018,R005,244,62134,12,13341412
S039844,2025-09-02,P018,R009,65,62362,7,3769783
S039845,2025-11-23,P018,R001,14,58668,3,796711
S039846,2025-11-01,P005,R005,194,47837,10,8352340
S039847,2026-06-30,P016,R015,117,123782,3,14048019
S039848,2025-11-08,P012,R001,12,88067,5,1003964
S039849,2026-03-09,P013,R006,15,55602,0,834030
S039850,2025-12-20,P003,R001,68,57422,5,3709461
S039851,2026-04-30,P007,R009,29,60345,2,1715005
S039852,2026-03-07,P018,R001,82,62583,5,4875216
S039853,2026-07-28,P011,R014,129,141597,10,16439412
S039854,2026-07-15,P003,R002,99,60888,7,5605958
S039855,2025-10-04,P005,R003,46,48551,5,2121679
S039856,2025-11-19,P018,R005,91,60238,7,5097942
S039857,2026-06-28,P003,R013,224,60921,15,11599358
S039858,2026-02-20,P012,R006,3,85006,2,249918
S039859,2026-01-14,P010,R001,53,77581,5,3906203
S039860,2026-05-27,P009,R009,32,60726,3,1884935
S039861,2025-09-07,P011,R015,123,142835,7,16338896
S039862,2026-02-02,P002,R001,42,102941,7,4020875
S039863,2026-03-10,P010,R011,67,80098,7,4990906
S039864,2025-11-16,P003,R005,54,60539,7,3040269
S039865,2025-12-17,P004,R005,275,156293,12,37822906
S039866,2026-07-31,P011,R002,344,144714,12,43807822
S039867,2026-06-25,P009,R002,305,60364,10,16569918
S039868,2026-08-20,P011,R003,48,145699,3,6783745
S039869,2025-10-09,P012,R003,217,84943,8,16958021
S039870,2025-12-30,P002,R015,30,107272,5,3057252
S039871,2026-02-09,P010,R005,271,84577,8,21086738
S039872,2025-11-22,P017,R001,57,71529,3,3954838
S039873,2026-08-06,P005,R001,59,51399,3,2941565
S039874,2026-06-01,P001,R007,187,198082,5,35189267
S039875,2026-03-15,P014,R009,47,69188,5,3089244
S039876,2026-02-01,P001,R010,32,197386,2,6190025
S039877,2026-07-17,P018,R003,46,60115,7,2571720
S039878,2026-03-22,P013,R006,16,54446,0,871136
S039879,2025-10-11,P003,R005,180,57800,10,9363600
S039880,2025-10-19,P007,R008,42,61193,0,2570106
S039881,2025-11-02,P012,R001,54,81709,3,4279917
S039882,2025-10-18,P014,R010,41,66875,5,2604781
S039883,2026-01-14,P006,R003,88,87105,7,7128673
S039884,2025-10-03,P009,R009,45,63208,2,2787473
S039885,2025-11-20,P017,R014,173,74145,8,11800918
S039886,2026-02-06,P005,R004,40,46779,7,1740179
S039887,2025-11-27,P003,R012,37,57884,0,2141708
S039888,2025/11/24,P013,R011,215,54541,12,10319157
S039889,2025-12-17,P002,R006,23,109329,0,2514567
S039890,2025-11-05,P003,R001,79,62341,3,4777191
S039891,2025-12-02,P014,R001,80,68432,3,5310323
S039892,2026-05-27,P008,R008,21,71133,3,1448979
S039893,2026-04-12,P018,R014,59,60824,3,3480958
S039894,2026-07-30,P017,R002,308,71066,8,20137262
S039895,2026-01-15,P999,R006,13,65890,5,813742
S039896,2026-04-10,P017,R001,14,72431,7,943052
S039897,2025-12-20,P006,R002,143,86759,8,11414014
S039898,2026-02-22,P018,R001,21,58372,7,1140005
S039899,2026-07-05,P015,R003,156,219369,5,32510486
S039900,2026-05-09,P009,R001,36,65850,5,2252070
S039901,2026-06-26,P016,R002,245,121967,15,25399628
S039902,2026-07-23,P002,R003,50,110856,3,5376516
S039903,2026-06-23,P017,R003,233,77753,15,15398982
S039904,2025-10-02,P017,R005,155,71673,10,9998384
S039905,2026-07-22,P007,R005,64,56715,5,3448272
S039906,2026-03-04,P002,R003,136,102665,10,12566196
S039907,2025-12-09,P005,R003,423,47475,15,17069636
S039908,2026-03-14,P008,R003,61,72909,7,4136128
S039909,2026-06-24,P008,R004,76,77473,7,5475792
S039910,2026-07-09,P004,R011,302,141904,8,39426607
S039911,2026-02-27,P018,R004,107,63138,3,6553093
S039912,2026-06-11,P016,R001,88,131950,5,11031020
S039913,2025-10-15,P010,R009,62,76966,7,4437860
S039914,2026-05-17,P008,R005,44,70938,3,3027634
S039915,2026-07-13,P010,R006,14,79971,2,1097202
S039916,2025-12-04,P017,R004,11,73643,7,753368
S039917,2026-06-09,P007,R001,42,57734,2,2376331
S039918,2026-01-31,P020,R013,50,63503,7,2952890
S039919,2026-03-26,P020,R007,34,64209,7,2030289
S039920,2025-11-15,P014,R006,15,68775,3,1000676
S039921,2025-11-16,P019,R003,189,92567,5,16620405
S039922,2025-10-28,P008,R009,64,72913,3,4526439
S039923,2026-08-23,P006,R001,27,88022,2,2329062
S039924,2025-09-22,P004,R001,50,151488,5,7195680
S039925,2026-03-27,P014,R004,67,68116,2,4472497
S039926,2026-07-27,P017,R013,261,74343,15,16492995
S039927,2026-06-21,P019,R001,68,97163,7,6144588
S039928,2025-12-14,P003,R006,5,59445,3,288308
S039929,2026-04-14,P019,R005,263,92980,15,20785679
S039930,2025-10-27,P005,R002,228,48822,10,10018274
S039931,2026-06-11,P016,R012,3,128022,3,372544
S039932,2025-12-10,P013,R003,196,53796,8,9700495
S039933,2025-11-25,P020,R004,43,62114,5,2537357
S039934,2026-04-03,P019,R010,16,96419,0,1542704
S039935,2025-12-22,P003,R007,73,60343,5,4184787
S039936,2026-05-08,P013,R011,34,51105,3,1685443
S039937,2026-04-19,P001,R007,264,193118,8,46904500
S039938,2026-07-30,P003,R008,39,57908,0,2258412
S039939,2025-12-26,P019,R003,137,97296,8,12263188
S039940,2026-06-03,P012,R013,158,81832,7,12024394
S039941,2026-04-26,P015,R013,275,217060,12,52528520
S039942,2026-07-20,P011,R001,87,143465,3,12107011
S039943,2026-06-06,P017,R002,214,69877,15,12710626
S039944,2026-07-10,P010,R008,24,84727,3,1972445
S039945,2026-04-11,P007,R008,9,59086,5,505185
S039946,2026-07-30,P013,R002,298,52687,12,13816639
S039947,2025-08-26,P014,R001,64,65103,7,3874931
S039948,2026-07-23,P003,R005,144,61500,8,8147520
S039949,2025-12-01,P016,R013,158,133478,5,20035048
S039950,2025/11/11,P018,R006,32,57627,5,1751861
S039951,2026-02-15,P005,R011,109,48007,7,4866470
S039952,2025-12-01,P007,R006,32,62136,0,1988352
S039953,2026-01-04,P012,R001,11,85499,3,912274
S039954,2026-03-18,P019,R013,63,97873,5,5857699
S039955,2025-12-22,P016,R003,191,127852,8,22466153
S039956,2025-10-01,P005,R003,144,,5,6768590
S039957,2025-12-29,P003,R001,52,57772,2,2944061
S039958,2025-12-24,P010,R001,74,78402,7,5395626
S039959,2025-12-22,P008,R007,242,77390,8,17230110
S039960,2025-09-20,P010,R001,19,84880,2,1580466
S039961,2026-07-30,P010,R007,99,77738,7,7157338
S039962,2025-12-25,P003,R013,144,58447,7,7827222
S039963,2026-07-03,P015,R008,40,205964,2,8073789
S039964,2026-03-29,P016,R003,30,129849,5,3700696
S039965,2025-11-10,P008,R008,7,74274,2,509520
S039966,2026-07-26,P010,R004,76,84958,3,6263104
S039967,2025-11-12,P010,R007,322,77284,12,21899194
S039968,2026-08-18,P012,R013,44,83178,7,3403644
S039969,2026-05-18,P007,R003,56,58213,5,3096932
S039970,2026-04-17,P020,R006,26,66081,0,1718106
S039971,2025-12-18,P003,R008,25,59662,2,1461719
S039972,2026-05-31,P017,R011,275,77226,8,19538178
S039973,2026-06-12,P007,R003,87,61049,3,5151925
S039974,2025-09-28,P012,R008,9,85835,2,757065
S039975,2026-03-31,P020,R004,55,63872,5,3337312
S039976,2025-12-06,P015,R011,135,213522,5,27384196
S039977,2026-04-28,P009,R003,186,59218,10,9913093
S039978,2026-03-11,P003,R002,170,62440,10,9553320
S039979,2025-12-27,P001,,158,192964,7,28354130
S039980,2026-05-03,P005,R007,248,49755,15,10488354
S039981,2025-11-11,P016,R003,243,130254,15,26903964
S039982,2026-02-22,P014,R012,21,64618,2,1329838
S039983,2026-04-01,P010,R001,46,84121,2,3792175
S039984,2026-06-23,P011,R003,84,143538,5,11454332
S039985,2026-05-09,P009,R007,279,65683,8,16859512
S039986,2026-07-06,P010,R006,9,80249,0,722241
S039987,2026-05-27,P010,R002,57,83179,5,4504143
S039988,2025-08-31,P016,R007,185,128323,7,22077972
S039989,2026-08-03,P003,R012,21,62526,5,1247394
S039990,2026-02-05,P012,R005,208,80501,12,14734903
S039991,2025-11-20,P013,R014,181,52594,8,8757953
S039992,2025-10-10,P007,R012,40,62512,5,2375456
S039993,2026-05-18,P005,R005,44,50400,5,2106720
S039994,2025-12-19,P017,R005,224,70020,12,13802342
S039995,2026-03-10,P017,R003,113,71404,8,7423160
S039996,2025-12-12,P014,R004,14,67117,7,873863
S039997,2025-10-01,P005,R001,73,47761,5,3312225
S039998,2025-11-20,P018,R013,61,62271,3,3684575
S039999,2025-11-27,P007,R003,241,60612,15,12416368
S040000,2025-12-17,P010,R013,361,77955,50,24764744
S040001,2026-04-08,P012,R003,270,80629,8,20028244
S040002,2026-01-18,P013,R001,51,53646,5,2599149
S040003,2026-02-19,P002,R004,85,106115,2,8839380
S040004,2026-03-16,P009,R007,177,64166,7,10562365
S040005,2026-08-17,P003,R007,122,56382,5,6534674
S040006,2026-01-19,P017,R008,44,70481,0,3101164
S040007,2025-09-04,P017,R005,89,75089,5,6348775
S040008,2026-04-05,P006,R005,300,86201,15,21981255
S040009,2026-04-21,P011,R007,88,135248,7,11068696
S040010,2026-01-22,P013,R001,36,54237,5,1854905
S040011,2026-05-26,P005,R001,95,48077,2,4475969
S040012,2026-05-10,P012,R007,38,82196,7,2904807
S040013,2025-09-24,P001,R004,51,196035,7,9297940
S040014,2026-06-26,P005,R001,97,47107,7,4249522
S040015,2026-07-08,P005,R006,45,47180,5,2016945
S040016,2026-04-08,P018,R011,207,63354,12,11540565
S040017,2026-06-03,P014,R013,181,63972,5,10999985
S040018,2026-05-17,P002,R001,37,109067,2,3954769
S040019,2026-03-10,P020,R004,45,60627,7,2537240
S040020,2025-11-09,P002,R010,38,112314,0,4267932
S040021,2026-08-16,P005,R005,231,47154,12,9585465
S040022,2026-04-21,P011,R004,33,143436,7,4402051
S040023,2026-07-20,P007,R001,12,57858,5,659581
S040024,2025-10-02,P018,R003,119,57600,8,6306048
S040025,2025-12-22,P018,R010,42,62077,0,2607234
S040026,2025-10-26,P011,R004,85,137544,5,11106678
S040027,2025-12-26,P003,R001,38,59399,3,2189447
S040028,2026-08-10,P010,R005,71,76983,3,5301819
S040029,2026-04-26,P010,R005,36,80129,7,2682719
S040030,2026-03-17,P011,R005,124,139870,7,16129808
S040031,2025-11-09,P017,R003,288,72692,8,19260472
S040032,2026-03-15,P013,R004,100,55952,7,5203536
S040033,2025-09-27,P017,R009,41,73517,3,2923771
S040034,2025-11-29,P004,R007,254,153701,12,34355248
S040035,2026-08-12,P017,R001,97,72082,7,6502517
S040036,2026-02-11,P016,R004,55,126283,3,6737198
S040037,2026-05-28,P011,R013,59,145078,3,8302814
S040038,2025-11-15,P009,R001,24,62868,5,1433390
S040039,2026-01-22,P017,R001,42,75096,5,2996330
S040040,2026-01-29,P011,R002,269,137924,10,33391400
S040041,2026-07-15,P016,R014,190,130156,10,22256676
S040042,2025-09-23,P018,R007,305,59629,12,16004424
S040043,2025-11-29,P014,R010,19,63257,3,1165827
S040044,2026-06-22,P003,R014,280,57363,8,14776709
S040045,2025-12-27,P009,R009,66,65709,7,4033218
S040046,2026-05-30,P008,R009,23,76847,2,1732131
S040047,2026-08-14,P008,R001,27,77303,2,2045437
S040048,2025-12-26,P002,R010,54,103766,3,5435263
S040049,2025-11-04,P013,R001,64,56063,7,3336870
S040050,2025-09-11,P009,R008,4,61581,0,246324
S040051,2026-01-08,P019,R004,49,96782,2,4647472
S040052,2026-04-17,P003,R013,277,56636,12,13805591
S040053,2025-09-25,P011,R005,135,142033,7,17832243
S040054,2026-08-03,P005,R008,36,50918,3,1778057
S040055,2025-10-07,P020,R001,102,65997,7,6260475
S040056,2026-02-13,P008,R004,18,73185,5,1251464
S040057,2026-01-19,P002,R007,240,102111,12,21565843
S040058,2026-07-01,P019,R001,28,93779,3,2547038
S040059,2026-05-27,P007,R012,35,59775,0,2092125
S040060,2026-07-16,P003,R003,273,59042,10,14506619
S040061,2026-05-02,P006,R010,29,86084,5,2371614
S040062,2025-09-13,P012,R001,32,82582,3,2563345
S040063,2026-07-02,P003,R004,14,59713,2,819262
S040064,2025-11-17,P014,R009,50,67961,2,3330089
S040065,2025-11-02,P008,R015,109,72505,5,7507893
S040066,2025-11-04,P005,R011,308,51645,8,14634127
S040067,2026-06-15,P016,R011,247,131065,15,27517097
S040068,2026-03-13,P001,R007,115,180811,8,19129804
S040069,2026-06-10,P020,R003,102,60948,5,5905861
S040070,2025-09-03,P012,R011,186,87670,10,14675958
S040071,2026-05-28,P016,R015,50,124075,5,5893562
S040072,2025-10-19,P019,R002,79,101176,7,7433401
S040073,2026-07-20,P003,R001,46,57822,3,2580018
S040074,2025-10-28,P018,R004,23,60672,5,1325683
S040075,2025-10-26,P019,R001,56,99148,3,5385719
S040076,2026-06-02,P013,R006,34,53453,2,1781054
S040077,2025-11-11,P013,R005,231,54080,12,10993382
S040078,2025-10-12,P010,R010,20,78541,3,1523695
S040079,2025-09-21,P012,R001,73,82225,7,5582255
S040080,2025-10-15,P010,R011,47,80127,5,3577671
S040081,2026-05-30,P018,R004,58,60095,3,3380945
S040082,2025-11-11,P016,R002,43,134228,7,5367778
S040083,2025-12-05,P014,R012,40,66856,2,2620755
S040084,2026-03-30,P008,R010,42,72632,5,2898017
S040085,2026-04-06,P014,R003,266,63161,12,14784727
S040086,2026-06-28,P005,R001,67,47208,5,3004789
S040087,2025-09-19,P016,R003,116,125388,5,13817758
S040088,2025-12-26,P017,R003,242,72394,15,14891446
S040089,2026-05-19,P012,R001,81,85886,2,6817631
S040090,2026-04-04,P018,R003,118,62313,7,6838229
S040091,2026-03-22,P005,R002,226,50607,8,10522207
S040092,2025-11-16,P002,R004,77,103681,2,7823768
S040093,2026-07-27,P002,R004,95,107722,7,9517239
S040094,2026-01-13,P019,R005,108,96659,10,9395255
S040095,2025-11-20,P013,R008,39,55424,5,2053459
S040096,2026-01-10,P013,R001,58,55486,2,3153824
S040097,2026-07-11,P013,R001,59,55729,7,3057850
S040098,2026-08-14,P018,R006,33,59860,2,1935872
S040099,2025-11-01,P013,R001,22,55257,7,1130558
S040100,2025-12-12,P018,R003,187,57322,7,9968869
S040101,2026-07-16,P003,R004,14,58551,5,778728
S040102,2026-04-09,P005,R008,16,47345,2,742370
S040103,2025-08-28,P012,R003,232,82364,15,16242181
S040104,2026-07-21,P007,R006,40,61464,2,2409389
S040105,2025-10-16,P011,R012,17,133568,3,2202536
S040106,2026-02-14,P003,R012,29,58255,2,1655607
S040107,2026-01-29,P006,R004,48,88941,5,4055710
S040108,2026-02-16,P012,R007,312,84625,12,23234640
S040109,2026-08-18,P017,R005,41,72998,3,2903130
S040110,2026-04-25,P020,R013,298,63016,50,16900891
S040111,2026-01-27,P018,R007,123,58985,5,6892397
S040112,2026-06-02,P005,R005,53,50845,7,2506150
S040113,2026-03-05,P018,R003,130,57638,7,6968434
S040114,2025-08-31,P020,R012,26,63565,0,1652690
S040115,2026-02-27,P017,R015,144,74226,10,9619690
S040116,2025-12-13,P019,R001,104,93580,2,9537674
S040117,2025-12-01,P011,R002,61,133277,3,7886000
S040118,2025-12-05,P018,R009,100,62270,3,6040190
S040119,2026-01-29,P002,R010,12,112599,2,1324164
S040120,2026-02-04,P019,R007,46,99433,3,4436700
S040121,2026-06-07,P007,R015,194,56499,10,9864725
S040122,2025-11-26,P005,R007,77,48123,5,3520197
S040123,2026-02-15,P004,R014,190,141275,8,24694870
S040124,2026-06-01,P013,R013,232,50914,8,10867084
S040125,2026-01-22,P018,R001,71,60571,7,3999503
S040126,2025-12-02,P011,R002,239,139977,10,30109053
S040127,2026-01-23,P014,R003,113,63872,7,6712308
S040128,2026-02-28,P017,R001,59,77212,2,4464398
S040129,2025-11-03,P003,R013,179,57736,5,9818007
S040130,2026-03-13,P017,R003,155,74892,10,10447434
S040131,2026-01-25,P006,R006,23,86248,2,1944030
S040132,2026-04-12,P005,R012,19,46849,5,845624
S040133,2025-12-02,P018,R012,11,58319,0,641509
S040134,2025-10-13,P017,R010,3,73963,5,210795
S040135,2025-11-14,P012,R003,274,88276,8,22252614
S040136,2026-04-08,P017,R001,52,72803,7,3520753
S040137,2025-10-07,P009,R001,26,61713,3,1556402
S040138,2026-08-22,P013,R001,42,51567,7,2014207
S040139,2026-04-22,P003,R010,11,57128,2,615840
S040140,2026-04-25,P018,R015,134,60572,10,7304983
S040141,2025-10-05,P007,R005,47,56902,5,2540674
S040142,2026-07-09,P016,R009,23,134756,7,2882431
S040143,2026-03-11,P014,R003,72,68297,5,4671515
S040144,2026-04-20,P005,R003,275,47283,15,11052401
S040145,2026-03-20,P014,R001,59,69648,5,3903770
S040146,2026-06-30,P003,R002,213,61072,8,11967669
S040147,2025-09-06,P007,R006,32,58240,0,1863680
S040148,2025-09-21,P011,R015,103,144189,3,14405923
S040149,2026-05-21,P004,R010,34,149291,5,4822099
S040150,2025-08-25,P011,R010,10,139102,0,1391020
S040151,2026-03-01,P017,R004,77,76646,2,5783707
S040152,2026-04-17,P007,R014,174,56647,10,8870920
S040153,2025-11-13,P018,R004,22,57606,5,1203965
S040154,2026-08-13,P016,R006,17,129003,2,2149190
S040155,2026-07-31,P007,R004,65,62452,7,3775223
S040156,2026-07-30,P017,R014,329,72046,10,21332821
S040157,2026-03-03,P007,R012,36,58693,5,2007301
S040158,2026-07-20,P014,R010,36,67839,5,2320094
S040159,2026-05-06,P012,R003,125,84585,8,9727275
S040160,2025-10-09,P019,R006,31,99012,3,2977291
S040161,2025-12-14,P005,R004,40,49457,3,1918932
S040162,2025-11-29,P015,R012,30,212427,5,6054170
S040163,2026-01-08,P006,R002,202,85517,15,14683269
S040164,2025-10-07,P018,R005,42,57604,3,2346787
S040165,2026-07-03,P019,R003,111,99897,7,10312367
S040166,2025-11-27,P005,R005,103,50316,8,4767944
S040167,2025-09-18,P003,R001,54,61664,7,3096766
S040168,2026-02-06,P003,R004,56,59831,2,3283525
S040169,2026-01-18,P013,R001,46,54752,7,2342291
S040170,2025-12-22,P003,R003,158,61545,5,9237904
S040171,2025-10-08,P017,R005,178,76308,8,12496198
S040172,2026-03-22,P006,R005,77,85311,3,6371879
S040173,2025-12-09,P008,R001,39,70303,7,2549890
S040174,2026-01-28,P005,R005,167,50351,10,7567755
S040175,2025-12-18,P007,R003,218,59421,8,11917476
S040176,2025-09-07,P015,R001,34,221857,5,7165981
S040177,2026-06-11,P015,R008,3,204604,0,613812
S040178,2025-10-05,P004,R014,260,154132,8,36868374
S040179,2025-12-22,P003,R003,354,56453,12,17586239
S040180,2026-03-01,P016,R001,61,123593,3,7312998
S040181,2026-02-23,P006,R014,193,87204,8,15483942
S040182,2026-02-15,P009,R009,110,60463,5,6318384
S040183,2025-11-16,P019,R001,44,94112,3,4016700
S040184,2026-07-23,P012,R015,21,79767,3,1624854
S040185,2025-11-12,P002,R001,30,109314,2,3213832
S040186,2025-10-30,P008,R001,71,69882,2,4862390
S040187,2025-10-19,P007,R003,251,62245,15,13279971
S040188,2025-10-06,P017,R007,187,72096,10,12133757
S040189,2026-05-02,P014,R005,139,65581,8,8386498
S040190,2025-10-24,P010,R003,173,80863,10,12590369
S040191,2025-09-22,P003,R003,90,59652,7,4992872
S040192,2026-08-21,P008,R007,180,76302,5,13047642
S040193,2026-05-17,P019,R003,222,101505,10,20280699
S040194,2025-12-19,P014,R012,23,69576,0,1600248
S040195,2025-11-23,P007,R006,15,56436,0,846540
S040196,2026-02-12,P008,R007,125,74700,5,8870625
S040197,2026-02-01,P018,R015,139,62639,7,8097344
S040198,2026-01-20,P005,R001,63,49241,7,2885030
S040199,2025-11-14,P017,R006,18,73525,5,1257278
S040200,2026-03-17,P005,R004,27,49054,7,1231746
S040201,2026-02-06,P013,R006,30,52858,0,1585740
S040202,2026-05-31,P019,R004,48,95586,3,4450484
S040203,2026-01-01,P009,R004,42,60434,5,2411317
S040204,2026-05-15,P002,R001,32,112089,2,3515111
S040205,2025-09-15,P018,R008,33,57947,0,1912251
S040206,2026-05-28,P001,R002,31,195288,7,5630153
S040207,2026-04-01,P012,R002,259,87977,15,19368137
S040208,2026-01-21,P003,R003,47,61377,3,2798177
S040209,2026-01-08,P016,R004,11,130892,2,1411016
S040210,2025-12-01,P016,R002,115,127845,10,13231958
S040211,2025-12-02,P020,R011,323,61217,12,17400320
S040212,2025-10-17,P006,R003,95,89875,7,7940456
S040213,2025-11-18,P005,R008,46,48887,0,2248802
S040214,2025-10-20,P018,R001,55,58281,5,3045182
S040215,2025-10-07,P020,R003,133,65836,7,8143255
S040216,2026-07-21,P005,R001,35,51711,5,1719391
S040217,2026-07-11,P017,R001,61,74981,2,4482364
S040218,2026-04-20,P017,R001,91,77076,5,6663220
S040219,2025-10-09,P014,R003,117,66541,7,7240326
